FID;Shape *;OBJECTID_1;dpa_provin;dpa_despro;cod_zona;dpa_canton;dpa_descan;cod_distri;des_distri;cod_circ;des_circ;cod_postal;Shape_Leng;Shape_Area;Poblacion
457;Poligono;472;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C20;SININCAY;10111;26.531.091.471;246.985.650.417;15821
458;Poligono;473;1;AZUAY;6;101;CUENCA;01D01;NULTI-PACCHA-RICAURTE-LLACAO-SIDCAY-OCTAVIO PALACIOS-CHECA-CHIQUINTAD-SININCAY-SAN JOAQUIN-SAYAUSI-MACHANGARA-HMNO MIGUEL-EL VECINO-TOTORACOCHA-CAâ€žARIBAMBA-SAN BLAS-EL SAGRARIO-GIL RAMIREZ DAVALOS-BELLAVISTA;01D01C18;CHECA (JIDCAY)-CHIQUINTAD;10118;73.659.627.841;155.730.055.003;7569
459;Poligono;474;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C01;CHILIBULO;170609;6.208.045.677;11.889.259.138;15299
460;Poligono;475;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C05;LA ARGELIA;170605;17.013.743.441;100.360.612.007;56490
461;Poligono;476;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C03;SAN JOSE DE MINAS;170317;57.430.847.517;102.552.810.816;1266
462;Poligono;477;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C17;CARCELEN;170302;17.210.686.632;926.075.190.891;55625
463;Poligono;478;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C01;CONOCOTO;170803;16.990.854.193;125.333.276.288;24057
464;Poligono;479;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C08;ALANGASI;170808;31.802.662.297;214.996.771.024;8276
465;Poligono;480;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C10;LA MERCED;170810;29.977.511.813;319.751.783.601;8385
466;Poligono;481;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C01;CONOCOTO;170802;10.901.072.503;427.979.720.857;15774
467;Poligono;482;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C01;CONOCOTO;170806;11.772.969.304;465.881.669.992;9340
468;Poligono;483;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C03;CUMBAYA;170901;17.520.566.635;776.618.706.989;11616
469;Poligono;484;17;PICHINCHA;9;1701;QUITO;17D01;NANEGAL-PACTO-GUALEA- NANEGALITO;17D01C04;NANEGALITO;170104;68.672.867.141;125.127.492.208;3026
470;Poligono;485;17;PICHINCHA;9;1701;QUITO;17D01;NANEGAL-PACTO-GUALEA- NANEGALITO;17D01C02;GUALEA;170102;81.172.847.725;120.819.184.466;2025
471;Poligono;486;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C03;PINTAG;170813;103.233.554.662;407.609.945.278;2810
472;Poligono;487;17;PICHINCHA;9;1701;QUITO;17D02;CALDERON-LLANO CHICO-GUAYLLABAMBA;17D02C09;LLANO CHICO;170209;16.883.633.316;774.824.798.781;10658
473;Poligono;488;17;PICHINCHA;2;1707;SAN MIGUEL DE LOS BANCOS;17D12;SAN MIGUEL DE LOS BANCOS-PEDRO VICENTE MALDONADO-PUERTO QUITO;17D12C04;SAN MIGUEL DE LOS BANCOS-MINDO;171202;228.101.814.772;850.676.999.924;17572
474;Poligono;489;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C01;CAYAMBE;171007;29.028.404.359;383.381.504.621;3786
475;Poligono;490;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C05;SAN ISIDRO DEL INCA;170509;12.669.610.943;632.333.331.701;41652
476;Poligono;491;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C11;COCHAPAMBA;170515;8.642.507.706;205.575.527.296;28146
477;Poligono;492;17;PICHINCHA;9;1701;QUITO;17D07;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;17D07C02;GUAMANI;170701;6.834.437.055;208.532.142.179;19875
478;Poligono;493;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C12;JIPIJAPA;170501;7.713.006.863;342.725.475.536;29492
479;Poligono;494;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C03;CENTRO HISTORICO;170401;6.985.389.717;149.183.015.506;19514
480;Poligono;495;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C11;LA FERROVIARIA;170604;11.739.504.127;462.951.153.735;59860
481;Poligono;496;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C09;PONCEANO;170305;10.707.391.513;436.496.758.324;34975
482;Poligono;497;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C08;ITCHIMBIA;170403;10.626.110.496;293.220.943.337;16396
483;Poligono;498;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C02;CAYAMBE;171003;30.170.726.348;175.394.072.438;11578
484;Poligono;499;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C04;CANGAHUA;171005;114.995.853.762;332.910.145.375;16231
485;Poligono;500;17;PICHINCHA;2;1703;MEJIA;17D11;MEJIA-RUMIâ€žAHUI;17D11C07;EL CHAUPI-ALOASI;171113;75.581.792.827;204.519.780.272;11304
486;Poligono;501;17;PICHINCHA;2;1703;MEJIA;17D11;MEJIA-RUMIâ€žAHUI;17D11C06;MANUEL CORNEJO ASTORGA (TANDAPI);171116;1.447.279.929;480.359.798.473;3661
487;Poligono;502;17;PICHINCHA;2;1703;MEJIA;17D11;MEJIA-RUMIâ€žAHUI;17D11C01;MACHACHI;171112;41.773.070.714;73.267.069.016;13532
488;Poligono;503;17;PICHINCHA;2;1703;MEJIA;17D11;MEJIA-RUMIâ€žAHUI;17D11C02;MACHACHI;171108;114.941.233.912;395.445.912.867;13931
489;Poligono;504;17;PICHINCHA;2;1703;MEJIA;17D11;MEJIA-RUMIâ€žAHUI;17D11C04;TAMBILLO-UYUMBICHO;171109;5.089.702.772;46.480.219.667;8244
490;Poligono;505;17;PICHINCHA;2;1703;MEJIA;17D11;MEJIA-RUMIâ€žAHUI;17D11C03;CUTUGLAHUA;171115;24.666.612.483;20.618.436.735;8946
491;Poligono;506;17;PICHINCHA;2;1705;RUMIâ€žAHUI;17D11;MEJIA-RUMIâ€žAHUI;17D11C08;RUMIPAMBA-COTOGCHOA;171107;49.517.355.896;784.903.683.593;4712
492;Poligono;507;17;PICHINCHA;2;1705;RUMIâ€žAHUI;17D11;MEJIA-RUMIâ€žAHUI;17D11C12;SANGOLQUI;171102;11.581.170.346;543.138.333.486;11738
493;Poligono;508;17;PICHINCHA;2;1705;RUMIâ€žAHUI;17D11;MEJIA-RUMIâ€žAHUI;17D11C10;SANGOLQUI;171101;7.349.605.856;299.033.656.761;14375
494;Poligono;509;17;PICHINCHA;2;1705;RUMIâ€žAHUI;17D11;MEJIA-RUMIâ€žAHUI;17D11C09;SANGOLQUI;171103;29.510.145.865;328.238.797.187;19695
495;Poligono;510;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C02;CONOCOTO;170801;11.306.951.016;561.495.891.078;18200
496;Poligono;511;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C04;CENTRO HISTORICO;170405;7.901.344.427;216.759.002.103;20874
497;Poligono;512;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C05;SAN JUAN;170407;5.214.868.214;771.330.212.349;14933
498;Poligono;513;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C06;SAN JUAN;170402;9.045.612.937;244.561.445.346;31664
499;Poligono;514;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C01;PUENGASI;170412;18.353.714.718;879.000.894.396;458
500;Poligono;515;17;PICHINCHA;9;1701;QUITO;17D04;PUENGASI, CENTRO HISTORICO, SAN JUAN, LA LIBERTAD, ITCHIMBIA;17D04C01;PUENGASI;170404;901.570.309;323.630.186.642;19017
501;Poligono;516;17;PICHINCHA;9;1701;QUITO;17D07;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;17D07C01;CHILLOGALLO;170714;24.710.478.323;164.172.132.222;58390
502;Poligono;517;17;PICHINCHA;9;1701;QUITO;17D07;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;17D07C02;GUAMANI;170707;11.631.425.316;513.296.166.543;26739
503;Poligono;518;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C12;JIPIJAPA;170503;8.650.438.959;324.812.636.629;8017
504;Poligono;519;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C18;COMITE DEL PUEBLO;170303;12.135.883.504;375.210.855.206;14708
505;Poligono;520;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C08;PONCEANO;170301;8.383.782.136;183.344.890.933;17850
506;Poligono;521;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C06;EL CONDADO;170308;31.963.676.777;183.147.992.978;39719
507;Poligono;522;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C05;EL CONDADO;170309;3.804.045.527;275.821.403.703;35702
508;Poligono;523;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C12;NONO;170311;85.665.318.097;214.813.040.001;1732
509;Poligono;524;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C16;CALACALI;170312;82.207.799.305;190.333.686.521;3895
510;Poligono;525;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C04;SAN JOSE DE MINAS;170318;7.364.612.403;204.940.002.783;5975
511;Poligono;526;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C03;SAN BARTOLO;170607;669.440.364;186.418.116.046;35630
512;Poligono;527;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C07;SOLANDA;170610;8.505.045.204;254.846.651.144;34409
513;Poligono;528;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C01;CHILIBULO;170608;9.991.513.502;33.942.052.033;33479
514;Poligono;529;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C02;SAN BARTOLO;170601;7.795.441.507;194.106.193.898;28176
515;Poligono;530;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C08;LA MENA;170611;13.005.307.045;403.881.564.033;44034
516;Poligono;531;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C10;LA MAGDALENA;170602;10.589.031.843;304.590.568.417;30185
517;Poligono;532;17;PICHINCHA;9;1701;QUITO;17D07;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;17D07C05;TURUBAMBA;170704;5.944.085.814;21.247.353.249;12316
518;Poligono;533;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C08;KENNEDY;170508;10.208.228.353;438.025.152.779;42768
519;Poligono;534;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C07;KENNEDY;170502;7.183.305.352;232.169.905.299;26551
520;Poligono;535;17;PICHINCHA;9;1701;QUITO;17D02;CALDERON-LLANO CHICO-GUAYLLABAMBA;17D02C02;CALDERON (CARAPUNGO);170203;16.509.018.429;766.560.889.087;37534
521;Poligono;536;17;PICHINCHA;9;1701;QUITO;17D02;CALDERON-LLANO CHICO-GUAYLLABAMBA;17D02C07;CALDERON (CARAPUNGO);170204;9.694.123.496;309.154.299.842;38932
522;Poligono;537;17;PICHINCHA;9;1701;QUITO;17D02;CALDERON-LLANO CHICO-GUAYLLABAMBA;17D02C03;CALDERON (CARAPUNGO);170201;1.380.538.719;572.508.351.329;20095
523;Poligono;538;17;PICHINCHA;9;1701;QUITO;17D02;CALDERON-LLANO CHICO-GUAYLLABAMBA;17D02C05;CALDERON (CARAPUNGO);170206;3.222.391.484;188.123.874.314;676
524;Poligono;539;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C07;AMAGUAâ€žA;170814;30.163.037.657;306.787.519.585;6539
525;Poligono;540;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C06;AMAGUAâ€žA;170812;24.241.602.756;125.955.925.536;13834
526;Poligono;541;17;PICHINCHA;2;1704;PEDRO MONCAYO;17D10;CAYAMBE-PEDRO MONCAYO;17D10C08;MALCHINGUI-TOCACHI-LA ESPERANZA;171011;84.133.574.895;221.889.562.223;10599
527;Poligono;542;17;PICHINCHA;2;1709;PUERTO QUITO;17D12;SAN MIGUEL DE LOS BANCOS-PEDRO VICENTE MALDONADO-PUERTO QUITO;17D12C02;PUERTO QUITO;171204;11.626.302.755;421.672.331.766;12146
528;Poligono;543;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C10;SAN ANTONIO;170314;18.995.934.513;161.082.079.099;17178
529;Poligono;544;17;PICHINCHA;2;1709;PUERTO QUITO;17D12;SAN MIGUEL DE LOS BANCOS-PEDRO VICENTE MALDONADO-PUERTO QUITO;17D12C03;PUERTO QUITO;171203;109.783.304.057;273.022.732.031;8296
530;Poligono;545;17;PICHINCHA;2;1703;MEJIA;17D11;MEJIA-RUMIâ€žAHUI;17D11C05;ALOAG;171114;72.382.674.279;235356379;9236
531;Poligono;546;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C02;CAYAMBE;171009;51.139.807.746;852.947.573.314;2014
532;Poligono;547;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C03;CAYAMBE;171004;87.020.441.132;206.677.093.365;2073
533;Poligono;548;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C05;OTON-SANTA ROSA DE CUZUBAMBA-ASCAZUBI;171010;56.870.487.341;832.452.084.839;11962
534;Poligono;549;17;PICHINCHA;2;1704;PEDRO MONCAYO;17D10;CAYAMBE-PEDRO MONCAYO;17D10C07;TABACUNDO-TUPIGACHI;171006;5.823.351.056;116.420.927.227;22575
535;Poligono;550;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C02;CAYAMBE;171002;26.006.866.851;184.105.772.702;10292
536;Poligono;551;17;PICHINCHA;9;1701;QUITO;17D09;TUMBACO-CUMBAYA-PIFO-YARUQUI-EL QUINCHE-PUEMBO-CHECA-TABABELA;17D09C11;TABABELA;170907;37.093.449.152;25.383.018.141;2825
537;Poligono;552;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C07;EL CONDADO;170307;11.266.014.453;221.775.208.691;15078
538;Poligono;553;17;PICHINCHA;9;1701;QUITO;17D07;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;17D07C06;LA ECUATORIANA;170713;16.623.438.254;102.217.033.059;35894
539;Poligono;554;17;PICHINCHA;9;1701;QUITO;17D07;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;17D07C04;QUITUMBE;170715;15.942.368.495;838.514.374.668;487
540;Poligono;555;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C04;BELISARIO QUEVEDO;170516;11.206.031.681;250.900.419.976;17971
541;Poligono;556;17;PICHINCHA;2;1705;RUMIâ€žAHUI;17D11;MEJIA-RUMIâ€žAHUI;17D11C11;SANGOLQUI;171106;12.903.336.134;270.267.396.326;7672
542;Poligono;557;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C08;ALANGASI;170804;14.429.297.924;76.017.542.554;15936
543;Poligono;558;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C03;CAYAMBE;171001;24.938.825.348;152.380.312.392;21086
544;Poligono;559;17;PICHINCHA;9;1701;QUITO;17D07;CHILLOGALLO-GUAMANI-QUITUMBE-TURUBAMBA-LA ECUATORIANA;17D07C03;QUITUMBE;170702;9.804.058.452;570.896.013.051;35441
545;Poligono;560;17;PICHINCHA;2;1703;MEJIA;17D11;MEJIA-RUMIâ€žAHUI;17D11C03;CUTUGLAHUA;171111;11.646.389.419;80.059.953.189;7839
546;Poligono;561;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C01;CHILIBULO;170613;12.928.683.291;466.175.084.859;293
547;Poligono;562;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C08;LA MENA;170612;22.726.137.039;732.797.477.581;262
548;Poligono;563;17;PICHINCHA;9;1701;QUITO;17D06;CHILIBULO-SAN BORTOLO-CHIMBACALLE-LA ARGELIA-SOLANDA-LLOA-LA MENA-LA MAGDALENA-LA FERROVIARIA;17D06C06;SOLANDA;170606;7.470.211.593;212.207.005.483;45188
549;Poligono;564;17;PICHINCHA;9;1701;QUITO;17D05;CONCEPCION-MARISCAL SUCRE-BELISARIO QUEVEDO-SAN ISIDRO DEL INCA-RUMIPAMBA-KENNEDY-NAYON-Iâ€žAQUITO-COCHAPAMBA-JIPIJAPA-ZAMBIZA;17D05C06;RUMIPAMBA;170506;3.013.638.314;201.257.844.321;28399
550;Poligono;565;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C13;COTOCOLLAO;170306;8.261.896.395;280.535.827.858;31758
551;Poligono;566;17;PICHINCHA;2;1705;RUMIâ€žAHUI;17D11;MEJIA-RUMIâ€žAHUI;17D11C11;SANGOLQUI;171105;9.436.396.138;273.666.453.807;11460
552;Poligono;567;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C02;CONOCOTO;170805;21.674.657.751;118.405.033.508;14709
553;Poligono;568;17;PICHINCHA;2;1705;RUMIâ€žAHUI;17D11;MEJIA-RUMIâ€žAHUI;17D11C13;SANGOLQUI;171104;24.026.223.984;104.855.086.972;16246
554;Poligono;569;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C05;AMAGUAâ€žA;170809;18.887.377.409;132.389.500.021;10731
555;Poligono;570;17;PICHINCHA;9;1701;QUITO;17D02;CALDERON-LLANO CHICO-GUAYLLABAMBA;17D02C04;CALDERON (CARAPUNGO);170202;11.067.068.036;543.270.639.486;13395
556;Poligono;571;17;PICHINCHA;2;1702;CAYAMBE;17D10;CAYAMBE-PEDRO MONCAYO;17D10C06;OLMEDO (PECILLO);171008;13.853.120.139;397.262.470.317;6772
557;Poligono;572;13;MANABI;4;1317;PEDERNALES;13D10;PEDERNALES-JAMA;13D10C04;COJIMIES;131004;166.704.896.857;527.019.152.071;4325
558;Poligono;573;13;MANABI;4;1317;PEDERNALES;13D10;PEDERNALES-JAMA;13D10C05;COJIMIES;131003;152.372.316.216;209.628.799.486;9296
559;Poligono;574;13;MANABI;4;1309;MONTECRISTI;13D02;MANTA-MONTECRISTI-JARAMIJO;13D02C16;MONTECRISTI;130214;6.339.117.517;175.508.026.429;9392
560;Poligono;575;17;PICHINCHA;9;1701;QUITO;17D08;CONOCOTO-PINTAG-AMAGUAâ€žA-ALANGASI-GUANGOPOLO-LA MERCED;17D08C09;GUANGOPOLO;170807;1.522.400.745;102.845.384.451;3074
561;Poligono;576;17;PICHINCHA;9;1701;QUITO;17D03;PUELLARO-CHAVEZPAMBA-ATAHUALPA-S.J MINAS-PERUCHO-EL CONDADO-PONCEANO-SAN ANTONIO-NONO-COTOCOLLAO-POMASQUI-CALACALI-COMITE DEL PUEBLO-CARCELEN;17D03C19;COMITE DEL PUEBLO;170304;8.143.678.272;193.950.763.235;32678
562;Poligono;577;12;LOS RIOS;5;1208;VINCES;12D05;VINCES-PALENQUE;12D05C05;VINCES;120505;67.226.707.204;677.864.321.482;2805
563;Poligono;578;12;LOS RIOS;5;1208;VINCES;12D05;VINCES-PALENQUE;12D05C09;VINCES;120504;11.228.156.346;201.313.184.752;3691
